,verse,text,category,pericope
615,Matthew 26:36-46,"Then Jesus came with them to a place called Gethsemane, and said to his disciples,
“Sit here, while I go there and pray.”
He took with him Peter and the two sons of Zebedee, and began to be sorrowful and severely troubled.
Then he said to them,
“My soul is exceedingly sorrowful, even to death. Stay here, and watch with me.”
He went forward a little, fell on his face, and prayed, saying,
“My Father, if it is possible, let this cup pass away from me; nevertheless, not what I desire, but what you desire.”
He came to the disciples, and found them sleeping, and said to Peter,
“What, couldn’t you watch with me for one hour?


Watch and pray, that you don’t enter into temptation. The spirit indeed is willing, but the flesh is weak.”
Again, a second time he went away, and prayed, saying,
“My Father, if this cup can’t pass away from me unless I drink it, your desire be done.”

He came again and found them sleeping, for their eyes were heavy.
He left them again, went away, and prayed a third time, saying the same words.
Then he came to his disciples, and said to them,
“Sleep on now, and take your rest. Behold, the hour is at hand, and the Son of Man is betrayed into the hands of sinners.


Arise, let’s be going. Behold, he who betrays me is at hand.”

",passion,Jesus in Gethsemane
616,Mark 14:32-42,"They came to a place which was named Gethsemane. He said to his disciples,
“Sit here, while I pray.”
He took with him Peter, James, and John, and began to be greatly troubled and distressed.
He said to them,
“My soul is exceedingly sorrowful, even to death. Stay here, and watch.”
He went forward a little, and fell on the ground, and prayed that, if it were possible, the hour might pass away from him.
He said,
“Abba, Father, all things are possible to you. Please remove this cup from me. However, not what I desire, but what you desire.”

He came and found them sleeping, and said to Peter,
“Simon, are you sleeping? Couldn’t you watch one hour?


Watch and pray, that you may not enter into temptation. The spirit indeed is willing, but the flesh is weak.”
Again he went away, and prayed, saying the same words.
Again he returned, and found them sleeping, for their eyes were very heavy, and they didn’t know what to answer him.
He came the third time, and said to them,
“Sleep on now, and take your rest. It is enough. The hour has come. Behold, the Son of Man is betrayed into the hands of sinners.


Arise, let us be going. Behold, he who betrays me is at hand.”

",passion,Jesus in Gethsemane
617,Luke 22:39-46,"He came out, and went, as his custom was, to the Mount of Olives. His disciples also followed him.
When he was at the place, he said to them,
“Pray that you don’t enter into temptation.”
He was withdrawn from them about a stone’s throw, and he knelt down and prayed,
saying,
“Father, if you are willing, remove this cup from me. Nevertheless, not my will, but yours, be done.”
An angel from heaven appeared to him, strengthening him.
Being in agony he prayed more earnestly. His sweat became like great drops of blood falling down on the ground.
When he rose up from his prayer, he came to the disciples, and found them sleeping because of grief,
and said to them,
“Why do you sleep? Rise and pray that you may not enter into temptation.”
",passion,Jesus in Gethsemane
618,John 18:1,"When Jesus had spoken these words, he went out with his disciples over the brook Kidron, where there was a garden, into which he and his disciples entered.
",passion,Jesus in Gethsemane
619,John 12:27,"
“Now my soul is troubled. What shall I say? ‘Father, save me from this time?’ But for this cause I came to this time.

",passion,Jesus in Gethsemane
620,Matthew 26:47-56,"While he was still speaking, behold, Judas, one of the twelve, came, and with him a great multitude with swords and clubs, from the chief priests and elders of the people.
Now he who betrayed him gave them a sign, saying, “Whoever I kiss, he is the one. Seize him.”
Immediately he came to Jesus, and said, “Hail, Rabbi!” and kissed him.
Jesus said to him,
“Friend, why are you here?” Then they came and laid hands on Jesus, and took him.
Behold, one of those who were with Jesus stretched out his hand, and drew his sword, and struck the servant of the high priest, and struck off his ear.
Then Jesus said to him,
“Put your sword back into its place, for all those who take the sword will die by the sword.


Or do you think that I couldn’t ask my Father, and he would even now send me more than twelve legions of angels?


How then would the Scriptures be fulfilled that it must be so?”

In that hour Jesus said to the multitudes,
“Have you come out as against a robber with swords and clubs to seize me? I sat daily in the temple teaching, and you didn’t arrest me.


But all this has happened, that the Scriptures of the prophets might be fulfilled.”
Then all the disciples left him, and fled.
",passion,Jesus Arrested
621,Mark 14:43-52,"Immediately, while he was still speaking, Judas, one of the twelve, came—and with him a multitude with swords and clubs, from the chief priests, the scribes, and the elders.
Now he who betrayed him had given them a sign, saying, “Whomever I will kiss, that is he. Seize him, and lead him away safely.”
When he had come, immediately he came to him, and said, “Rabbi! Rabbi!” and kissed him.
They laid their hands on him, and seized him.
But a certain one of those who stood by drew his sword, and struck the servant of the high priest, and cut off his ear.
Jesus answered them,
“Have you come out, as against a robber, with swords and clubs to seize me?


I was daily with you in the temple teaching, and you didn’t arrest me. But this is so that the Scriptures might be fulfilled.”
They all left him, and fled.
A certain young man followed him, having a linen cloth thrown around himself over his naked body. The young men grabbed him,
but he left the linen cloth, and fled from them naked.
",passion,Jesus Arrested
622,Luke 22:47-53,"While he was still speaking, behold, a multitude, and he who was called Judas, one of the twelve, was leading them. He came near to Jesus to kiss him.
But Jesus said to him,
“Judas, do you betray the Son of Man with a kiss?”
When those who were around him saw what was about to happen, they said to him, “Lord, shall we strike with the sword?”
A certain one of them struck the servant of the high priest, and cut off his right ear.
But Jesus answered,
“Let me at least do this”—and he touched his ear, and healed him.
Jesus said to the chief priests, captains of the temple, and elders, who had come against him,
“Have you come out as against a robber, with swords and clubs?


When I was with you in the temple daily, you didn’t stretch out your hands against me. But this is your hour, and the power of darkness.”

",passion,Jesus Arrested
623,John 18:2-12,"Now Judas, who betrayed him, also knew the place, for Jesus often met there with his disciples.
Judas then, having taken a detachment of soldiers and officers from the chief priests and the Pharisees, came there with lanterns, torches, and weapons.
Jesus therefore, knowing all the things that were happening to him, went out, and said to them,
“Who are you looking for?”
They answered him, “Jesus of Nazareth.”
Jesus said to them,
“I am he.”
Judas also, who betrayed him, was standing with them.
When therefore he said to them,
“I am he,” they went backward, and fell to the ground.
Again therefore he asked them,
“Who are you looking for?”
They said, “Jesus of Nazareth.”
Jesus answered,
“I told you that I am he. If therefore you seek me, let these go their way,”
that the word might be fulfilled which he spoke,
“Of those whom you have given me, I have lost none.”
Simon Peter therefore, having a sword, drew it, and struck the high priest’s servant, and cut off his right ear. The servant’s name was Malchus.
Jesus therefore said to Peter,
“Put the sword into its sheath. The cup which the Father has given me, shall I not surely drink it?”
So the detachment, the commanding officer, and the officers of the Jews, seized Jesus and bound him,
",passion,Jesus Arrested
624,Matthew 26:57-68,"Those who had taken Jesus led him away to Caiaphas the high priest, where the scribes and the elders were gathered together.
But Peter followed him from a distance, to the court of the high priest, and entered in and sat with the officers, to see the end.
Now the chief priests, the elders, and the whole council sought false testimony against Jesus, that they might put him to death;
and they found none. Even though many false witnesses came forward, they found none. But at last two false witnesses came forward,
and said, “This man said, ‘I am able to destroy the temple of God, and to build it in three days.’”
The high priest stood up, and said to him, “Have you no answer? What is this that these testify against you?”
But Jesus held his peace. The high priest answered him, “I adjure you by the living God, that you tell us whether you are the Christ, the Son of God.”
Jesus said to him,
“You have said it. Nevertheless, I tell you, after this you will see the Son of Man sitting at the right hand of Power, and coming on the clouds of the sky.”
Then the high priest tore his clothing, saying, “He has spoken blasphemy! Why do we need any more witnesses? Behold, now you have heard his blasphemy.
What do you think?”
They answered, “He is worthy of death!”
Then they spat in his face and beat him with their fists, and some slapped him,
saying, “Prophesy to us, you Christ! Who hit you?”
",passion,Jesus before the Sanhedrin (Peter's Denial)
625,Mark 14:53-65,"They led Jesus away to the high priest. All the chief priests, the elders, and the scribes came together with him.
Peter had followed him from a distance, until he came into the court of the high priest. He was sitting with the officers, and warming himself in the light of the fire.
Now the chief priests and the whole council sought witnesses against Jesus to put him to death, and found none.
For many gave false testimony against him, and their testimony didn’t agree with each other.
Some stood up, and gave false testimony against him, saying,
“We heard him say, ‘I will destroy this temple that is made with hands, and in three days I will build another made without hands.’”
Even so, their testimony did not agree.
The high priest stood up in the middle, and asked Jesus, “Have you no answer? What is it which these testify against you?”
But he stayed quiet, and answered nothing. Again the high priest asked him, “Are you the Christ, the Son of the Blessed?”
Jesus said,
“I am. You will see the Son of Man sitting at the right hand of Power, and coming with the clouds of the sky.”
The high priest tore his clothes, and said, “What further need have we of witnesses?
You have heard the blasphemy! What do you think?” They all condemned him to be worthy of death.
Some began to spit on him, and to cover his face, and to beat him with fists, and to tell him, “Prophesy!” The officers struck him with the palms of their hands.
",passion,Jesus before the Sanhedrin (Peter's Denial)
626,Luke 22:54-71,"They seized him, and led him away, and brought him into the high priest’s house. But Peter followed from a distance.
When they had kindled a fire in the middle of the courtyard, and had sat down together, Peter sat among them.
A certain servant girl saw him as he sat in the light, and looking intently at him, said, “This man also was with him.”
He denied Jesus, saying, “Woman, I don’t know him.”
After a little while someone else saw him, and said, “You also are one of them!”
But Peter answered, “Man, I am not!”
After about one hour passed, another confidently affirmed, saying, “Truly this man also was with him, for he is a Galilean!”
But Peter said, “Man, I don’t know what you are talking about!” Immediately, while he was still speaking, a rooster crowed.
The Lord turned, and looked at Peter. Then Peter remembered the Lord’s word, how he said to him,
“Before the rooster crows you will deny me three times.”
He went out, and wept bitterly.
The men who held Jesus mocked him and beat him.
Having blindfolded him, they struck him on the face and asked him, “Prophesy! Who is the one who struck you?”
They spoke many other things against him, insulting him.
As soon as it was day, the assembly of the elders of the people were gathered together, both chief priests and scribes, and they led him away into their council, saying,
“If you are the Christ, tell us.”
But he said to them,
“If I tell you, you won’t believe,


and if I ask, you will in no way answer me or let me go.


From now on, the Son of Man will be seated at the right hand of the power of God.”
They all said, “Are you then the Son of God?”
He said to them,
“You say it, because I am.”
They said, “Why do we need any more witness? For we ourselves have heard from his own mouth!”
",passion,Jesus before the Sanhedrin (Peter's Denial)
627,John 18:13-24,"and led him to Annas first, for he was father-in-law to Caiaphas, who was high priest that year.
Now it was Caiaphas who advised the Jews that it was expedient that one man should perish for the people.
Simon Peter followed Jesus, as did another disciple. Now that disciple was known to the high priest, and entered in with Jesus into the court of the high priest;
but Peter was standing at the door outside. So the other disciple, who was known to the high priest, went out and spoke to her who kept the door, and brought in Peter.
Then the maid who kept the door said to Peter, “Are you also one of this man’s disciples?”
He said, “I am not.”
Now the servants and the officers were standing there, having made a fire of coals, for it was cold. They were warming themselves. Peter was with them, standing and warming himself.
The high priest therefore asked Jesus about his disciples, and about his teaching.
Jesus answered him,
“I spoke openly to the world. I always taught in synagogues, and in the temple, where the Jews always meet. I said nothing in secret.


Why do you ask me? Ask those who have heard me what I said to them. Behold, these know the things which I said.”
When he had said this, one of the officers standing by slapped Jesus with his hand, saying, “Do you answer the high priest like that?”
Jesus answered him,
“If I have spoken evil, testify of the evil; but if well, why do you beat me?”
Annas sent him bound to Caiaphas, the high priest.
",passion,Jesus before the Sanhedrin (Peter's Denial)
628,Matthew 26:69-75,"Now Peter was sitting outside in the court, and a maid came to him, saying, “You were also with Jesus, the Galilean!”
But he denied it before them all, saying, “I don’t know what you are talking about.”
When he had gone out onto the porch, someone else saw him, and said to those who were there, “This man also was with Jesus of Nazareth.”
Again he denied it with an oath, “I don’t know the man.”
After a little while those who stood by came and said to Peter, “Surely you are also one of them, for your speech makes you known.”
Then he began to curse and to swear, “I don’t know the man!”
Immediately the rooster crowed.
Peter remembered the word which Jesus had said to him,
“Before the rooster crows, you will deny me three times.” He went out and wept bitterly.
",passion,Peter's Denial
629,Mark 14:66-72,"As Peter was in the courtyard below, one of the maids of the high priest came,
and seeing Peter warming himself, she looked at him, and said, “You were also with the Nazarene, Jesus!”
But he denied it, saying, “I neither know, nor understand what you are saying.” He went out on the porch, and the rooster crowed.
The maid saw him, and began again to tell those who stood by, “This is one of them.”
But he again denied it. After a little while again those who stood by said to Peter, “You truly are one of them, for you are a Galilean, and your speech shows it.”
But he began to curse, and to swear, “I don’t know this man of whom you speak!”
The rooster crowed the second time. Peter remembered the word, how that Jesus said to him,
“Before the rooster crows twice, you will deny me three times.” When he thought about that, he wept.
",passion,Peter's Denial
630,Luke 22:56-62,"A certain servant girl saw him as he sat in the light, and looking intently at him, said, “This man also was with him.”
He denied Jesus, saying, “Woman, I don’t know him.”
After a little while someone else saw him, and said, “You also are one of them!”
But Peter answered, “Man, I am not!”
After about one hour passed, another confidently affirmed, saying, “Truly this man also was with him, for he is a Galilean!”
But Peter said, “Man, I don’t know what you are talking about!” Immediately, while he was still speaking, a rooster crowed.
The Lord turned, and looked at Peter. Then Peter remembered the Lord’s word, how he said to him,
“Before the rooster crows you will deny me three times.”
He went out, and wept bitterly.
",passion,Peter's Denial
631,John 18:25-27,"Now Simon Peter was standing and warming himself. They said therefore to him, “You aren’t also one of his disciples, are you?”
He denied it, and said, “I am not.”
One of the servants of the high priest, being a relative of him whose ear Peter had cut off, said, “Didn’t I see you in the garden with him?”
Peter therefore denied it again, and immediately the rooster crowed.
",passion,Peter's Denial
632,Matthew 27:1-2,"Now when morning had come, all the chief priests and the elders of the people took counsel against Jesus to put him to death:
and they bound him, and led him away, and delivered him up to Pontius Pilate, the governor.
",passion,Jesus Delivered to Pilate
633,Mark 15:1,"Immediately in the morning the chief priests, with the elders and scribes, and the whole council, held a consultation, and bound Jesus, and carried him away, and delivered him up to Pilate.
",passion,Jesus Delivered to Pilate
634,Luke 23:1,"The whole company of them rose up and brought him before Pilate.
",passion,Jesus Delivered to Pilate
635,John 18:28,"They led Jesus therefore from Caiaphas into the Praetorium. It was early, and they themselves didn’t enter into the Praetorium, that they might not be defiled, but might eat the Passover.
",passion,Jesus Delivered to Pilate
636,Matthew 27:3-10,"Then Judas, who betrayed him, when he saw that Jesus was condemned, felt remorse, and brought back the thirty pieces of silver to the chief priests and elders,
saying, “I have sinned in that I betrayed innocent blood.”
But they said, “What is that to us? You see to it.”
He threw down the pieces of silver in the sanctuary, and departed. He went away and hanged himself.
The chief priests took the pieces of silver, and said, “It’s not lawful to put them into the treasury, since it is the price of blood.”
They took counsel, and bought the potter’s field with them, to bury strangers in.
Therefore that field was called “The Field of Blood” to this day.
Then that which was spoken through Jeremiah the prophet was fulfilled, saying,
“They took the thirty pieces of silver,
the price of him upon whom a price had been set,
whom some of the children of Israel priced,
and they gave them for the potter’s field,
as the Lord commanded me.”
",passion,The Death of Judas
637,Matthew 27:11-14,"Now Jesus stood before the governor: and the governor asked him, saying, “Are you the King of the Jews?”
Jesus said to him,
“So you say.”
When he was accused by the chief priests and elders, he answered nothing.
Then Pilate said to him, “Don’t you hear how many things they testify against you?”
He gave him no answer, not even one word, so that the governor marveled greatly.
",passion,The Trial before Pilate
638,Mark 15:2-5,"Pilate asked him, “Are you the King of the Jews?”
He answered,
“So you say.”
The chief priests accused him of many things.
Pilate again asked him, “Have you no answer? See how many things they testify against you!”
But Jesus made no further answer, so that Pilate marveled.
",passion,The Trial before Pilate
639,Luke 23:2-5,"They began to accuse him, saying, “We found this man perverting the nation, forbidding paying taxes to Caesar, and saying that he himself is Christ, a king.”
Pilate asked him, “Are you the King of the Jews?”
He answered him,
“So you say.”
Pilate said to the chief priests and the multitudes, “I find no basis for a charge against this man.”
But they insisted, saying, “He stirs up the people, teaching throughout all Judea, beginning from Galilee even to this place.”
",passion,The Trial before Pilate
640,John 18:29-38,"Pilate therefore went out to them, and said, “What accusation do you bring against this man?”
They answered him, “If this man weren’t an evildoer, we wouldn’t have delivered him up to you.”
Pilate therefore said to them, “Take him yourselves, and judge him according to your law.”
Therefore the Jews said to him, “It is not lawful for us to put anyone to death,”
that the word of Jesus might be fulfilled, which he spoke, signifying by what kind of death he should die.
Pilate therefore entered again into the Praetorium, called Jesus, and said to him, “Are you the King of the Jews?”
Jesus answered him,
“Do you say this by yourself, or did others tell you about me?”
Pilate answered, “I’m not a Jew, am I? Your own nation and the chief priests delivered you to me. What have you done?”
Jesus answered,
“My Kingdom is not of this world. If my Kingdom were of this world, then my servants would fight, that I wouldn’t be delivered to the Jews. But now my Kingdom is not from here.”
Pilate therefore said to him, “Are you a king then?”
Jesus answered,
“You say that I am a king. For this reason I have been born, and for this reason I have come into the world, that I should testify to the truth. Everyone who is of the truth listens to my voice.”
Pilate said to him, “What is truth?”
When he had said this, he went out again to the Jews, and said to them, “I find no basis for a charge against him.
",passion,The Trial before Pilate
641,Luke 23:6-12,"But when Pilate heard Galilee mentioned, he asked if the man was a Galilean.
When he found out that he was in Herod’s jurisdiction, he sent him to Herod, who was also in Jerusalem during those days.
Now when Herod saw Jesus, he was exceedingly glad, for he had wanted to see him for a long time, because he had heard many things about him. He hoped to see some miracle done by him.
He questioned him with many words, but he gave no answers.
The chief priests and the scribes stood, vehemently accusing him.
Herod with his soldiers humiliated him and mocked him. Dressing him in luxurious clothing, they sent him back to Pilate.
Herod and Pilate became friends with each other that very day, for before that they were enemies with each other.
",passion,Jesus before Herod
642,Luke 23:13-16,"Pilate called together the chief priests, the rulers, and the people,
and said to them, “You brought this man to me as one that perverts the people, and behold, having examined him before you, I found no basis for a charge against this man concerning those things of which you accuse him.
Neither has Herod, for I sent you to him, and see, nothing worthy of death has been done by him.
I will therefore chastise him and release him.”
",passion,Pilate Declares Jesus Innocent
643,Matthew 27:15-23,"Now at the feast the governor was accustomed to release to the multitude one prisoner, whom they desired.
They had then a notable prisoner, called Barabbas.
When therefore they were gathered together, Pilate said to them, “Whom do you want me to release to you? Barabbas, or Jesus, who is called Christ?”
For he knew that because of envy they had delivered him up.
While he was sitting on the judgment seat, his wife sent to him, saying, “Have nothing to do with that righteous man, for I have suffered many things today in a dream because of him.”
Now the chief priests and the elders persuaded the multitudes to ask for Barabbas, and destroy Jesus.
But the governor answered them, “Which of the two do you want me to release to you?”
They said, “Barabbas!”
Pilate said to them, “What then shall I do to Jesus, who is called Christ?”
They all said to him, “Let him be crucified!”
But the governor said, “Why? What evil has he done?”
But they cried out exceedingly, saying, “Let him be crucified!”
",passion,Jesus or Barabbas?
644,Mark 15:6-14,"Now at the feast he used to release to them one prisoner, whom they asked of him.
There was one called Barabbas, bound with his fellow insurgents, men who in the insurrection had committed murder.
The multitude, crying aloud, began to ask him to do as he always did for them.
Pilate answered them, saying, “Do you want me to release to you the King of the Jews?”
For he perceived that for envy the chief priests had delivered him up.
But the chief priests stirred up the multitude, that he should release Barabbas to them instead.
Pilate again asked them, “What then should I do to him whom you call the King of the Jews?”
They cried out again, “Crucify him!”
Pilate said to them, “Why, what evil has he done?”
But they cried out exceedingly, “Crucify him!”
",passion,Jesus or Barabbas?
645,Luke 23:17-23,"Now he had to release one prisoner to them at the feast.
But they all cried out together, saying, “Away with this man! Release to us Barabbas!”—
one who was thrown into prison for a certain revolt in the city, and for murder.
Then Pilate spoke to them again, wanting to release Jesus,
but they shouted, saying, “Crucify! Crucify him!”
He said to them the third time, “Why? What evil has this man done? I have found no capital crime in him. I will therefore chastise him and release him.”
But they were urgent with loud voices, asking that he might be crucified. Their voices and the voices of the chief priests prevailed.
",passion,Jesus or Barabbas?
646,John 18:39-40,"But you have a custom, that I should release someone to you at the Passover. Therefore, do you want me to release to you the King of the Jews?”
Then they all shouted again, saying, “Not this man, but Barabbas!” Now Barabbas was a robber.
",passion,Jesus or Barabbas?
647,Matthew 27:28-31,"They stripped him, and put a scarlet robe on him.
They braided a crown of thorns and put it on his head, and a reed in his right hand; and they kneeled down before him, and mocked him, saying, “Hail, King of the Jews!”
They spat on him, and took the reed and struck him on the head.
When they had mocked him, they took the robe off him, and put his clothes on him, and led him away to crucify him.
",passion,“Behold the Man!”
648,Mark 15:17-20,"They clothed him with purple, and weaving a crown of thorns, they put it on him.
They began to salute him, “Hail, King of the Jews!”
They struck his head with a reed, and spat on him, and bowing their knees, did homage to him.
When they had mocked him, they took the purple off him, and put his own garments on him. They led him out to crucify him.
",passion,“Behold the Man!”
649,John 19:1-15,"So Pilate then took Jesus, and flogged him.
The soldiers twisted thorns into a crown, and put it on his head, and dressed him in a purple garment.
They kept saying, “Hail, King of the Jews!” and they kept slapping him.
Then Pilate went out again, and said to them, “Behold, I bring him out to you, that you may know that I find no basis for a charge against him.”
Jesus therefore came out, wearing the crown of thorns and the purple garment. Pilate said to them, “Behold, the man!”
When therefore the chief priests and the officers saw him, they shouted, saying, “Crucify! Crucify!”
Pilate said to them, “Take him yourselves, and crucify him, for I find no basis for a charge against him.”
The Jews answered him, “We have a law, and by our law he ought to die, because he made himself the Son of God.”
When therefore Pilate heard this saying, he was more afraid.
He entered into the Praetorium again, and said to Jesus, “Where are you from?” But Jesus gave him no answer.
Pilate therefore said to him, “Aren’t you speaking to me? Don’t you know that I have power to release you, and have power to crucify you?”
Jesus answered,
“You would have no power at all against me, unless it were given to you from above. Therefore he who delivered me to you has greater sin.”
At this, Pilate was seeking to release him, but the Jews cried out, saying, “If you release this man, you aren’t Caesar’s friend! Everyone who makes himself a king speaks against Caesar!”
When Pilate therefore heard these words, he brought Jesus out, and sat down on the judgment seat at a place called “The Pavement”, but in Hebrew, “Gabbatha.”
Now it was the Preparation Day of the Passover, at about the sixth hour. He said to the Jews, “Behold, your King!”
They cried out, “Away with him! Away with him! Crucify him!”
Pilate said to them, “Shall I crucify your King?”
The chief priests answered, “We have no king but Caesar!”
",passion,“Behold the Man!”
650,Matthew 27:24-26,"So when Pilate saw that nothing was being gained, but rather that a disturbance was starting, he took water, and washed his hands before the multitude, saying, “I am innocent of the blood of this righteous person. You see to it.”
All the people answered, “May his blood be on us, and on our children!”
Then he released to them Barabbas, but Jesus he flogged and delivered to be crucified.
",passion,Pilate Delivers Jesus to be Crucified
651,Mark 15:15,"Pilate, wishing to please the multitude, released Barabbas to them, and handed over Jesus, when he had flogged him, to be crucified.
",passion,Pilate Delivers Jesus to be Crucified
652,Luke 23:24-25,"Pilate decreed that what they asked for should be done.
He released him who had been thrown into prison for insurrection and murder, for whom they asked, but he delivered Jesus up to their will.
",passion,Pilate Delivers Jesus to be Crucified
653,John 19:16,"So then he delivered him to them to be crucified. So they took Jesus and led him away.
",passion,Pilate Delivers Jesus to be Crucified
654,Matthew 27:27-31,"Then the governor’s soldiers took Jesus into the Praetorium, and gathered the whole garrison together against him.
They stripped him, and put a scarlet robe on him.
They braided a crown of thorns and put it on his head, and a reed in his right hand; and they kneeled down before him, and mocked him, saying, “Hail, King of the Jews!”
They spat on him, and took the reed and struck him on the head.
When they had mocked him, they took the robe off him, and put his clothes on him, and led him away to crucify him.
",passion,Jesus Mocked by the Soldiers
655,Mark 15:16-20,"The soldiers led him away within the court, which is the Praetorium; and they called together the whole cohort.
They clothed him with purple, and weaving a crown of thorns, they put it on him.
They began to salute him, “Hail, King of the Jews!”
They struck his head with a reed, and spat on him, and bowing their knees, did homage to him.
When they had mocked him, they took the purple off him, and put his own garments on him. They led him out to crucify him.
",passion,Jesus Mocked by the Soldiers
656,John 19:2-3,"The soldiers twisted thorns into a crown, and put it on his head, and dressed him in a purple garment.
They kept saying, “Hail, King of the Jews!” and they kept slapping him.
",passion,Jesus Mocked by the Soldiers
657,Matthew 27:31-32,"When they had mocked him, they took the robe off him, and put his clothes on him, and led him away to crucify him.
As they came out, they found a man of Cyrene, Simon by name, and they compelled him to go with them, that he might carry his cross.
",passion,The Road to Golgotha
658,Mark 15:20-21,"When they had mocked him, they took the purple off him, and put his own garments on him. They led him out to crucify him.
They compelled one passing by, coming from the country, Simon of Cyrene, the father of Alexander and Rufus, to go with them, that he might bear his cross.
",passion,The Road to Golgotha
659,Luke 23:26-32,"When they led him away, they grabbed one Simon of Cyrene, coming from the country, and laid on him the cross, to carry it after Jesus.
A great multitude of the people followed him, including women who also mourned and lamented him.
But Jesus, turning to them, said,
“Daughters of Jerusalem, don’t weep for me, but weep for yourselves and for your children.


For behold, the days are coming in which they will say, ‘Blessed are the barren, the wombs that never bore, and the breasts that never nursed.’


Then they will begin to tell the mountains, ‘Fall on us!’ and tell the hills, ‘Cover us.’

For if they do these things in the green tree, what will be done in the dry?”
There were also others, two criminals, led with him to be put to death.
",passion,The Road to Golgotha
660,John 19:17,"He went out, bearing his cross, to the place called “The Place of a Skull”, which is called in Hebrew, “Golgotha”,
",passion,The Road to Golgotha
661,Matthew 27:33-37,"When they came to a place called “Golgotha”, that is to say, “The place of a skull,”
they gave him sour wine to drink mixed with gall. When he had tasted it, he would not drink.
When they had crucified him, they divided his clothing among them, casting lots,
and they sat and watched him there.
They set up over his head the accusation against him written, “THIS IS JESUS, THE KING OF THE JEWS.”
",passion,The Crucifixion
662,Mark 15:22-26,"They brought him to the place called Golgotha, which is, being interpreted, “The place of a skull.”
They offered him wine mixed with myrrh to drink, but he didn’t take it.
Crucifying him, they parted his garments among them, casting lots on them, what each should take.
It was the third hour,
 and they crucified him.
The superscription of his accusation was written over him, “THE KING OF THE JEWS.”
",passion,The Crucifixion
663,Luke 23:33-34,"When they came to the place that is called The Skull, they crucified him there with the criminals, one on the right and the other on the left.
Jesus said,
“Father, forgive them, for they don’t know what they are doing.”
Dividing his garments among them, they cast lots.
",passion,The Crucifixion
664,John 19:17-27,"He went out, bearing his cross, to the place called “The Place of a Skull”, which is called in Hebrew, “Golgotha”,
where they crucified him, and with him two others, on either side one, and Jesus in the middle.
Pilate wrote a title also, and put it on the cross. There was written, “JESUS OF NAZARETH, THE KING OF THE JEWS.”
Therefore many of the Jews read this title, for the place where Jesus was crucified was near the city; and it was written in Hebrew, in Latin, and in Greek.
The chief priests of the Jews therefore said to Pilate, “Don’t write, ‘The King of the Jews,’ but, ‘he said, “I am King of the Jews.”’”
Pilate answered, “What I have written, I have written.”
Then the soldiers, when they had crucified Jesus, took his garments and made four parts, to every soldier a part; and also the coat. Now the coat was without seam, woven from the top throughout.
Then they said to one another, “Let’s not tear it, but cast lots for it to decide whose it will be,” that the Scripture might be fulfilled, which says,
“They parted my garments among them.
For my cloak they cast lots.”
Therefore the soldiers did these things.
But there were standing by the cross of Jesus his mother, and his mother’s sister, Mary the wife of Clopas, and Mary Magdalene.
Therefore when Jesus saw his mother, and the disciple whom he loved standing there, he said to his mother,
“Woman, behold, your son!”

Then he said to the disciple,
“Behold, your mother!” From that hour, the disciple took her to his own home.
",passion,The Crucifixion
665,Matthew 27:38-43,"Then there were two robbers crucified with him, one on his right hand and one on the left.
Those who passed by blasphemed him, wagging their heads,
and saying, “You who destroy the temple, and build it in three days, save yourself! If you are the Son of God, come down from the cross!”
Likewise the chief priests also mocking, with the scribes, the Pharisees, and the elders, said,
“He saved others, but he can’t save himself. If he is the King of Israel, let him come down from the cross now, and we will believe in him.
He trusts in God. Let God deliver him now, if he wants him; for he said, ‘I am the Son of God.’”
",passion,Jesus Derided on the Cross
666,Mark 15:27-32,"With him they crucified two robbers; one on his right hand, and one on his left.
The Scripture was fulfilled, which says, “He was counted with transgressors.”

Those who passed by blasphemed him, wagging their heads, and saying, “Ha! You who destroy the temple, and build it in three days,
save yourself, and come down from the cross!”
Likewise, also the chief priests mocking among themselves with the scribes said, “He saved others. He can’t save himself.
Let the Christ, the King of Israel, now come down from the cross, that we may see and believe him.”
 Those who were crucified with him also insulted him.
",passion,Jesus Derided on the Cross
667,Luke 23:35-38,"The people stood watching. The rulers with them also scoffed at him, saying, “He saved others. Let him save himself, if this is the Christ of God, his chosen one!”
The soldiers also mocked him, coming to him and offering him vinegar,
and saying, “If you are the King of the Jews, save yourself!”
An inscription was also written over him in letters of Greek, Latin, and Hebrew: “THIS IS THE KING OF THE JEWS.”
",passion,Jesus Derided on the Cross
668,Matthew 27:44,"The robbers also who were crucified with him cast on him the same reproach.
",passion,The Two Thieves
669,Mark 15:32,"Let the Christ, the King of Israel, now come down from the cross, that we may see and believe him.”
 Those who were crucified with him also insulted him.
",passion,The Two Thieves
670,Luke 23:39-43,"One of the criminals who was hanged insulted him, saying, “If you are the Christ, save yourself and us!”
But the other answered, and rebuking him said, “Don’t you even fear God, seeing you are under the same condemnation?
And we indeed justly, for we receive the due reward for our deeds, but this man has done nothing wrong.”
He said to Jesus, “Lord, remember me when you come into your Kingdom.”
Jesus said to him,
“Assuredly I tell you, today you will be with me in Paradise.”
",passion,The Two Thieves
